"LIDNUM"	"NAME"	"COUNTRY"	"LAT"	"LONG"	"MID_AGE"	"MAX_AGE"	"MIN_AGE"	"BFA_MAX"	"BFA_MIN"	"MEAN_HYPSODONTY"	"n_loc"	"mn_HYP"	"mn_HYP_boo"	"sd_HYP_boo"
21407	"La Grive L5"	"France"	45.6078	5.2206	12.025	12.85	11.2	"mn7-8"	"mn7-8"	"1.00"	14	1	1	0
20499	"Minisu de Sus"	"Romania"	46.283	22.017	12.025	12.85	11.2	"mn7-8"	"mn7-8"	"1.00"	3	1	1	0
26548	"Serbian lake"	"Serbia and Montenegro"	43.8333333333333	21.4236111111111	12.025	12.85	11.2	"mn7-8"	"mn7-8"	"1.00"	3	1	1	0
21405	"La Grive L7"	"France"	45.6078	5.2206	12.025	12.85	11.2	"mn7-8"	"mn7-8"	"1.00"	10	1	1	0
21403	"La Grive M"	"France"	45.599	5.216	12.025	12.85	11.2	"mn7-8"	"mn7-8"	"1.00"	8	1	1	0
27302	"La Grive PB A"	"France"	45.5957	5.2317	12.025	12.85	11.2	"mn7-8"	"mn7-8"	"1.00"	13	1	1	0
20248	"Opole 2"	"Poland"	50.667	17.917	12.025	12.85	11.2	"mn7-8"	"mn7-8"	"1.00"	3	1	1	0
20278	"St. Stephan im Lavanttal"	"Austria"	46.8	14.9	12.025	12.85	11.2	"mn7-8"	"mn7-8"	"1.00"	4	1	1	0
27476	"Collet-Redon"	"France"	43.6210342	5.2982602	12.025	12.85	11.2	"mn7-8"	"mn7-8"	"1.00"	5	1	1	0
20048	"Escobosa de Calatañazor"	"Spain"	41.6138888888889	-2.85305555555556	12.025	12.85	11.2	"mn7-8"	"mn7-8"	"1.00"	3	1	1	0
23271	"Gebeciler"	"Turkey"	38.775	30.754	12.025	12.85	11.2	"mn7-8"	"mn7-8"	"1.50"	4	1.5	1.53	0.4
21340	"Malartic"	"France"	43.45	0.733	12.025	12.85	11.2	"mn7-8"	"mn7-8"	"1.17"	6	1.17	1.15	0.14
20099	"St. Gaudens"	"France"	43.07	0.44	12.025	12.85	11.2	"mn7-8"	"mn7-8"	"1.00"	3	1	1	0
20043	"La Ciesma 1"	"Spain"	41.9027715	-1.7254	12.025	12.85	11.2	"mn7-8"	"mn7-8"	"1.00"	4	1	1	0
21233	"Cerro del Otero"	"Spain"	40.067	-1.017	12.025	12.85	11.2	"mn7-8"	"mn7-8"	"1.00"	3	1	1	0
23577	"Yenieskihisar"	"Turkey"	37.311	28.046	12.025	12.85	11.2	"mn7-8"	"mn7-8"	"2.00"	3	2	2.02	0.4
27310	"Barranc de Can Vila 1"	"Spain"	41.5326758869392	1.78894758224487	11.9836666666667	12.049	11.9183333333333	"c5r.3r"	"c5r.3r"	"1.00"	4	1	1	0
24316	"Nombrevilla-2"	"Spain"	41.1167	-1.35	11.853	11.9183333333333	11.7876666666667	"c5r.3r"	"c5r.3r"	"1.00"	7	1	1	0
21135	"Kutsaj M"	"Russia"	45.4	42.7	11.85	12.2	11.5	"sarmatian"	"sarmatian"	"2.00"	3	1.67	1.68	0.59
20427	"Hammerschmiede"	"Germany"	47.923	10.588	11.774	12.090666666667	11.457333333333	"c5an.1n"	"c5r.2r"	"1.09"	10	1	1	0
21003	"Hostalets Superior"	"Spain"	41.5341644	1.7659521	11.4015	11.657	11.146	"c5r.2n"	"c5r.1n"	"1.18"	11	1.18	1.15	0.16
20050	"Castell de Barberà"	"Spain"	41.52019	2.140839	11.167	11.188	11.146	"c5r.1n"	"c5r.1n"	"1.12"	17	1.12	1.11	0.11
24830	"Creu Conill 20"	"Spain"	41.533064	2.01847	11.167	11.188	11.146	"c5r.1n"	"c5r.1n"	"1.33"	5	1.4	1.43	0.37
24315	"Nombrevilla-9"	"Spain"	41.1167	-1.35	11.167	11.188	11.146	"c5r.1n"	"c5r.1n"	"1.00"	4	1	1	0
21213	"Zheltokamenka"	"Ukraine"	45.267	33.45	10.9125	11.2	10.625	"vallesian"	"vallesian"	"1.33"	6	1.33	1.36	0.29
28758	"Ecoparc de Can Mata/VCE-Bc"	"Spain"	41.535495	1.800018	10.8773333333333	11.056	10.6986666666667	"c5n.2n"	"c5n.2n"	"1.00"	3	1	1	0
24358	"Nombrevilla-1"	"Spain"	41.0694	-1.2083	10.788	11.056	10.52	"c5n.2n"	"c5n.2n"	"1.25"	8	1.25	1.27	0.24
21533	"Pedregueras 2A"	"Spain"	41.1404	-1.3873	10.6986666666667	11.056	10.3413333333333	"c5n.2n"	"c5n.2n"	"3.00"	3	3	3	0
23643	"Arapli (Igdebaglar)"	"Turkey"	40.651	27.144	10.55	11.2	9.9	"mn9"	"mn9"	"1.67"	3	1.67	1.59	0.53
20994	"Atavaska"	"Moldova"	47	28.8	10.55	11.2	9.9	"mn9"	"mn9"	"1.33"	6	1.33	1.28	0.28
20142	"Buzhor 1"	"Moldova"	46.56	28.16	10.55	11.2	9.9	"mn9"	"mn9"	"1.57"	7	1.57	1.55	0.29
20993	"Buzhor 2"	"Moldova"	44.56	28.16	10.55	11.2	9.9	"mn9"	"mn9"	"1.50"	4	1.5	1.5	0.4
20434	"Charmoille"	"Switzerland"	47.433	7.217	10.55	11.2	9.9	"mn9"	"mn9"	"1.23"	13	1.23	1.23	0.16
21236	"El Lugarejo"	"Spain"	41.04204	-4.8535661	10.55	11.2	9.9	"mn9"	"mn9"	"1.67"	3	2	2.02	0.78
27645	"Ignaţei"	"Moldova"	47.6652777777778	28.7536111111111	10.55	11.2	9.9	"mn9"	"mn9"	"3.00"	3	3	3	0
20409	"Kalfa"	"Moldova"	46.54	29.23	10.55	11.2	9.9	"mn9"	"mn9"	"1.15"	12	1.17	1.16	0.16
20022	"Los Valles de Fuentidueña"	"Spain"	41	-4.2	10.55	11.2	9.9	"mn9"	"mn9"	"1.22"	10	1.22	1.24	0.2
27581	"Sireţ"	"Moldova"	47.0119444444444	28.3616666666667	10.55	11.2	9.9	"mn9"	"mn9"	"3.00"	3	3	3	0
20307	"Varnitsa"	"Moldova"	47.2	28.9	10.55	11.2	9.9	"mn9"	"mn9"	"1.50"	8	1.29	1.27	0.27
27644	"Veveriţa 1"	"Moldova"	46.9025	28.7025	10.55	11.2	9.9	"mn9"	"mn9"	"3.00"	3	3	3	0
20213	"Esme Akçaköy"	"Turkey"	38.4	28.96	10.55	11.2	9.9	"mn9"	"mn9"	"1.10"	9	1.11	1.1	0.1
21430	"Das"	"Spain"	42.35	1.867	10.55	11.2	9.9	"mn9"	"mn9"	"1.00"	4	1	1	0
20019	"Eppelsheim"	"Germany"	49.723	8.979	10.55	11.2	9.9	"mn9"	"mn9"	"1.19"	20	1.2	1.2	0.12
21332	"Petersbuch 14"	"Germany"	48.9776779	11.1862984	10.55	11.2	9.9	"mn9"	"mn9"	"1.00"	3	1	1	0
20162	"Isakovo"	"Moldova"	47.22	28.43	10.55	11.2	9.9	"mn9"	"mn9"	"1.40"	4	1	1	0
20599	"Can Ponsic I"	"Spain"	41.5388888888889	2.0736	10.55	11.2	9.9	"mn9"	"mn9"	"1.16"	19	1.16	1.19	0.11
20172	"Lapushna"	"Moldova"	46.9	28.5	10.55	11.2	9.9	"mn9"	"mn9"	"1.00"	3	1	1	0
20253	"Esselborn"	"Germany"	49.7	8.1	10.55	11.2	9.9	"mn9"	"mn9"	"1.09"	11	1.09	1.09	0.08
21432	"Estevar"	"France"	42.468232	1.9956046	10.55	11.2	9.9	"mn9"	"mn9"	"1.60"	6	1.6	1.6	0.34
20251	"Gau-Weinheim"	"Germany"	49.846	8.048	10.55	11.2	9.9	"mn9"	"mn9"	"1.17"	6	1.17	1.14	0.15
20255	"Melchingen"	"Germany"	48.367	9.15	10.55	11.2	9.9	"mn9"	"mn9"	"1.25"	3	1.33	1.37	0.28
20491	"Subsòl de Sabadell"	"Spain"	41.33	2.07	10.55	11.2	9.9	"mn9"	"mn9"	"1.30"	11	1.3	1.32	0.22
20496	"Teuleria del Firal"	"Spain"	42.367	1.45	10.55	11.2	9.9	"mn9"	"mn9"	"1.23"	13	1.23	1.23	0.16
27087	"Atzelsdorf"	"Austria"	48.5102777777778	16.5441666666667	10.55	11.2	9.9	"mn9"	"mn9"	"1.14"	14	1.14	1.16	0.16
20066	"Ballestar"	"Spain"	42.3695017	1.4190749	10.55	11.2	9.9	"mn9"	"mn9"	"1.17"	12	1.17	1.18	0.14
27147	"Draxeni"	"Moldova"	46.8819444444444	27.6363888888889	10.55	11.2	9.9	"mn9"	"mn9"	"1.50"	3	1.67	1.69	0.61
27296	"EDAR8"	"Spain"	41.5347318843395	2.13765621185303	10.55	11.2	9.9	"mn9"	"mn9"	"1.40"	5	1.4	1.4	0.4
21596	"Esvres - Upper Faluns"	"France"	47.3	0.8	10.55	11.2	9.9	"mn9"	"mn9"	"1.33"	6	1.33	1.37	0.31
20454	"Gaiselberg"	"Austria"	48.533	16.717	10.55	11.2	9.9	"mn9"	"mn9"	"1.33"	6	1.33	1.34	0.31
20281	"Götzendorf"	"Austria"	48.0075	16.5831	10.55	11.2	9.9	"mn9"	"mn9"	"1.33"	6	1.33	1.28	0.28
20254	"Höwenegg"	"Germany"	47.7	8.7	10.55	11.2	9.9	"mn9"	"mn9"	"1.40"	5	1.4	1.38	0.35
21357	"Laaerberg"	"Austria"	48.167	16.4	10.55	11.2	9.9	"mn9"	"mn9"	"1.67"	3	1.67	1.71	0.52
21406	"Molina de Aragón"	"Spain"	40.85	-1.883	10.55	11.2	9.9	"mn9"	"mn9"	"1.67"	3	1.67	1.62	0.54
20078	"Nombrevilla"	"Spain"	41.07	-1.21	10.55	11.2	9.9	"mn9"	"mn9"	"1.20"	10	1.2	1.22	0.21
20108	"Polinyà 2"	"Spain"	41.55	2.15	10.55	11.2	9.9	"mn9"	"mn9"	"1.40"	5	1.4	1.38	0.41
24729	"Santiga (Sabadell)"	"Spain"	41.55	2.1	10.55	11.2	9.9	"mn9"	"mn9"	"1.17"	13	1.17	1.16	0.17
20437	"Vösendorf"	"Austria"	48.1	16.3166666666667	10.55	11.2	9.9	"mn9"	"mn9"	"1.25"	8	1.25	1.27	0.24
20178	"Mistelbach"	"Austria"	48.6	16.5	10.55	11.2	9.9	"mn9"	"mn9"	"1.00"	3	1	1	0
20313	"Westhofen"	"Germany"	49.55	8.25	10.55	11.2	9.9	"mn9"	"mn9"	"1.00"	6	1	1	0
20049	"Can Missert"	"Spain"	41.560953	2.0104398	10.55	11.2	9.9	"mn9"	"mn9"	"1.00"	4	1	1	0
20021	"Can Poncic"	"Spain"	41.5388888888889	2.07361111111111	10.55	11.2	9.9	"mn9"	"mn9"	"1.00"	10	1	1	0
21354	"Bermersheim"	"Germany"	49.778	8.099	10.55	11.2	9.9	"mn9"	"mn9"	"1.00"	4	1	1	0
21337	"Dinotheriensande"	"Germany"	49	8	10.55	11.2	9.9	"mn9"	"mn9"	"1.00"	5	1	1	0
21732	"Trie-sur-Baïse"	"France"	43.333	0.367	10.55	11.2	9.9	"mn9"	"mn9"	"1.00"	3	1	1	0
21730	"Bonnefont"	"France"	43.25	0.35	10.55	11.2	9.9	"mn9"	"mn9"	"1.00"	3	1	1	0
21523	"Hinterauerbach"	"Germany"	48.4	12.017	10.55	11.2	9.9	"mn9"	"mn9"	"1.00"	3	1	1	0
20187	"Oberhollabrunn"	"Austria"	48.55	16.067	10.55	11.2	9.9	"mn9"	"mn9"	"1.00"	4	1	1	0
20258	"Wartenberg"	"Germany"	48.4	11.983	10.55	11.2	9.9	"mn9"	"mn9"	"1.13"	8	1.12	1.12	0.11
20101	"Priay II"	"France"	46	5.3	10.55	11.2	9.9	"mn9"	"mn9"	"1.00"	3	1	1	0
22367	"Azambujeira inf."	"Portugal"	39.267	-8.783	10.55	11.2	9.9	"mn9"	"mn9"	"1.00"	3	1	1	0
20091	"Doué-la-Fontaine"	"France"	47.2	-0.3	10.55	11.2	9.9	"mn9"	"mn9"	"1.00"	3	1	1	0
20537	"Sinap 72"	"Turkey"	40.56	32.7	10.52	11.056	9.984	"c5n.2n"	"c5n.2n"	"1.83"	6	1.83	1.88	0.41
20542	"Sinap 91"	"Turkey"	40.55	32.71	10.52	11.056	9.984	"c5n.2n"	"c5n.2n"	"2.00"	5	2	2.03	0.51
20545	"Sinap 108"	"Turkey"	40.54	32.7	10.52	11.056	9.984	"c5n.2n"	"c5n.2n"	"2.20"	3	2.33	2.35	0.28
20504	"Sinap 4"	"Turkey"	40.55	32.69	10.52	11.056	9.984	"c5n.2n"	"c5n.2n"	"1.50"	4	1.25	1.23	0.19
20543	"Sinap 94"	"Turkey"	40.55	32.69	10.52	11.056	9.984	"c5n.2n"	"c5n.2n"	"1.50"	4	1.75	1.8	0.45
20282	"Sevastopol (Sebastopol)"	"Ukraine"	44.5	33.6	10.44	11	9.88	"khersonian"	"khersonian"	"1.60"	9	1.44	1.42	0.27
20285	"Rudabánya"	"Hungary"	48.7166666666667	20.633	10.225	10.55	9.9	"mn9"	"mn9"	"1.22"	18	1.22	1.24	0.17
23321	"Inönü 2"	"Turkey"	40.222	32.599	10.05	11.2	8.9	"mn9"	"mn10"	"2.00"	3	2	2.01	0.43
27641	"Monteagudo (Vallesian)"	"Spain"	41.9627144	-1.6922991	10.05	11.2	8.9	"vallesian"	"vallesian"	"1.60"	5	1.6	1.62	0.36
23380	"Tasocagi mevkii"	"Turkey"	40.101	26.239	10.05	11.2	8.9	"mn9"	"mn10"	"2.33"	3	2.33	2.31	0.61
20206	"Middle Sinap"	"Turkey"	40.56	32.7	10.05	11.2	8.9	"mn9"	"mn10"	"1.38"	7	1.29	1.24	0.16
20846	"Pentalophos 1 (PNT)"	"Greece"	41	23	10.05	11.2	8.9	"mn9"	"mn10"	"1.53"	13	1.54	1.51	0.26
20492	"Sant Miquel de Taudell"	"Spain"	41.55	1.983	10.05	11.2	8.9	"mn9"	"mn10"	"1.27"	12	1.27	1.26	0.2
20530	"Sinap 51"	"Turkey"	40.56	32.7	10.05	11.2	8.9	"mn9"	"mn10"	"1.60"	4	1.25	1.26	0.21
20527	"Sinap 45"	"Turkey"	40.53	32.66	10.05	11.2	8.9	"mn9"	"mn10"	"1.67"	3	1	1	0
20259	"Wien-Belvedere"	"Austria"	48.2	16.4	10.05	11.2	8.9	"mn9"	"mn10"	"1.00"	3	1	1	0
20868	"Sinap 8B"	"Turkey"	40.54	32.7	9.9605	9.984	9.937	"c5n.1r"	"c5n.1r"	"2.50"	5	2.5	2.45	0.51
20512	"Sinap 12"	"Turkey"	40.56	32.7	9.792	9.937	9.647	"c5n.1n"	"c4ar.2n"	"1.92"	11	2	1.99	0.23
20020	"Can Llobateres 1"	"Spain"	41.532663	2.13691	9.7535	9.786	9.721	"c4ar.3r"	"c4ar.3r"	"1.23"	22	1.23	1.22	0.13
20295	"Xirochori 1 (XIR)"	"Greece"	41	23	9.684	9.721	9.647	"c4ar.2n"	"c4ar.2n"	"1.83"	7	1.83	1.86	0.4
20501	"Sinap 1"	"Turkey"	40.54	32.69	9.684	9.721	9.647	"c4ar.2n"	"c4ar.2n"	"1.40"	4	1.5	1.45	0.37
20107	"La Tarumba 1"	"Spain"	41.550364	1.938112	9.59175	9.647	9.5365	"c4ar.2r"	"c4ar.2r"	"1.27"	11	1.27	1.27	0.15
28251	"Can Llobateres 2"	"Spain"	41.533568	2.137497	9.59175	9.647	9.5365	"c4ar.2r"	"c4ar.2r"	"1.67"	3	1.67	1.68	0.45
24833	"Cerro de los Batallones 1"	"Spain"	40.174466	-3.715188	9.4	9.9	8.9	"mn10"	"mn10"	"1.00"	9	1	1	0
28701	"Cerro de los Batallones 10"	"Spain"	40.171138	-3.716658	9.4	9.9	8.9	"mn10"	"mn10"	"1.00"	8	1	1	0
27300	"Cerro de los Batallones 3"	"Spain"	40.175929	-3.715519	9.4	9.9	8.9	"mn10"	"mn10"	"1.00"	4	1	1	0
28706	"Cerro de los Batallones 4"	"Spain"	40.17298	-3.715109	9.4	9.9	8.9	"mn10"	"mn10"	"1.00"	4	1	1	0
28705	"Cerro de los Batallones 5"	"Spain"	40.17514	-3.714374	9.4	9.9	8.9	"mn10"	"mn10"	"1.00"	3	1	1	0
27680	"Drăguşeni"	"Moldova"	47.4355555555556	27.585	9.4	9.9	8.9	"mn10"	"mn10"	"2.25"	5	2.25	2.2	0.48
20995	"Poksheshty"	"Moldova"	47.249	28.685	9.4	9.9	8.9	"mn10"	"mn10"	"1.88"	8	1.88	1.85	0.31
20093	"Soblay"	"France"	45.1	5.5	9.4	9.9	8.9	"mn10"	"mn10"	"1.47"	16	1.47	1.47	0.2
20444	"Grossulovo"	"Ukraine"	47.35	30	9.4	9.9	8.9	"mn10"	"mn10"	"1.80"	5	1.8	1.79	0.33
20074	"Montredon"	"France"	44.4	3.367	9.4	9.9	8.9	"mn10"	"mn10"	"1.55"	10	1.6	1.59	0.24
20455	"Nikiti 1 (NKT)"	"Greece"	40	23.5	9.4	9.9	8.9	"mn10"	"mn10"	"1.75"	12	1.75	1.75	0.26
20087	"Ravin des Zouaves 1"	"Greece"	41	22.95	9.4	9.9	8.9	"mn10"	"mn10"	"2.17"	6	2.17	2.16	0.38
20109	"Terrassa"	"Spain"	41.548904	2.027583	9.4	9.9	8.9	"mn10"	"mn10"	"1.33"	15	1.33	1.35	0.21
20442	"Berislav"	"Ukraine"	46.837	33.424	9.4	9.9	8.9	"mn10"	"mn10"	"1.33"	3	1.33	1.36	0.3
20289	"Grebeniki"	"Ukraine"	46.883	29.817	9.4	9.9	8.9	"mn10"	"mn10"	"1.67"	13	1.62	1.62	0.23
20061	"La Cantera"	"Spain"	40.0667	-1.0167	9.4	9.9	8.9	"mn10"	"mn10"	"1.50"	4	1.5	1.47	0.42
20394	"La Roma 2"	"Spain"	40.6666666666667	-1.0167	9.4	9.9	8.9	"mn10"	"mn10"	"1.73"	9	1.44	1.44	0.22
21623	"Masía del Barbo 2B"	"Spain"	40.369	-1.095	9.4	9.9	8.9	"mn10"	"mn10"	"1.60"	5	1.6	1.64	0.41
20191	"Respopeny"	"Moldova"	47.45	28.36	9.4	9.9	8.9	"mn10"	"mn10"	"1.63"	8	1.62	1.66	0.29
20445	"Stratzing"	"Austria"	48.45	15.6	9.4	9.9	8.9	"mn10"	"mn10"	"1.67"	3	1.67	1.73	0.53
21150	"Tiraspol (Kolkotova Balka)"	"Moldova"	46.83	29.6	9.4	9.9	8.9	"mn10"	"mn10"	"1.50"	3	1	1	0
23637	"Yulafli (CY)"	"Turkey"	41.2036111111111	27.8294444444444	9.4	9.9	8.9	"mn10"	"mn10"	"1.27"	9	1.33	1.3	0.22
20053	"Can Purull"	"Spain"	41.5544	1.9708	9.4	9.9	8.9	"mn10"	"mn10"	"1.31"	13	1.31	1.32	0.18
20184	"Novoukrainka"	"Ukraine"	48.3	31.5	9.4	9.9	8.9	"mn10"	"mn10"	"1.67"	2	2	2	0
21424	"Orignac"	"France"	43.117	0.167	9.4	9.9	8.9	"mn10"	"mn10"	"1.33"	3	1.33	1.34	0.26
24582	"Schernham b. Haag"	"Austria"	48.1778	13.6106	9.4	9.9	8.9	"mn10"	"mn10"	"1.50"	4	1.5	1.48	0.45
20529	"Sinap 49"	"Turkey"	40.58	32.93	9.3685	9.426	9.311	"c4ar.1n"	"c4ar.1n"	"1.59"	16	1.5	1.5	0.17
20294	"Ravin de la Pluie (RPL)"	"Greece"	41	22.95	9.3685	9.426	9.311	"c4ar.1n"	"c4ar.1n"	"1.69"	14	1.69	1.68	0.26
20136	"Arkneti"	"Georgia"	42.13	43.51	8.95333333333335	9.88	8.0266666666667	"maeotian"	"maeotian"	"1.50"	3	1.33	1.34	0.28
20523	"Sinap 34"	"Turkey"	40.55	32.64	8.5355	8.771	8.3	"c4r.2r"	"c4r.2r"	"2.25"	4	2	1.99	0.5
23385	"Corakyerler"	"Turkey"	40.609	33.634	8.25	8.9	7.6	"mn11"	"mn11"	"1.90"	18	1.73	1.73	0.2
23312	"Eminova"	"Turkey"	40.113	31.954	8.25	8.9	7.6	"mn11"	"mn11"	"2.00"	3	2	2.01	0.49
23277	"Garkin"	"Turkey"	38.417	30.318	8.25	8.9	7.6	"mn11"	"mn11"	"1.64"	11	1.67	1.66	0.27
23310	"Karacahasan"	"Turkey"	39.867	33.244	8.25	8.9	7.6	"mn11"	"mn11"	"1.83"	12	1.91	1.9	0.24
23511	"Kayadibi 3"	"Turkey"	37.599	32.266	8.25	8.9	7.6	"mn11"	"mn11"	"1.67"	3	1.67	1.56	0.53
24896	"Kocherinovo 2"	"Bulgaria"	42.0333	23.0833	8.25	8.9	7.6	"mn11"	"mn11"	"1.86"	7	1.86	1.86	0.4
20086	"Kohfidisch"	"Austria"	47.1666666666667	16.35	8.25	8.9	7.6	"mn11"	"mn11"	"1.30"	13	1.3	1.31	0.2
20227	"Küçükçekmece"	"Turkey"	40.983	28.767	8.25	8.9	7.6	"mn11"	"mn11"	"1.43"	14	1.5	1.49	0.18
20848	"Nikiti 2 (NIK)"	"Greece"	40	23.5	8.25	8.9	7.6	"mn11"	"mn11"	"1.90"	10	1.9	1.94	0.31
20083	"Puente Minero"	"Spain"	40.3667	-1.0833	8.25	8.9	7.6	"mn11"	"mn11"	"1.63"	9	1.62	1.64	0.31
20298	"Ravin des Zouaves 5"	"Greece"	41	22.95	8.25	8.9	7.6	"mn11"	"mn11"	"1.67"	18	1.67	1.67	0.18
23414	"Sabuncubaglari 1"	"Turkey"	41.682	26.593	8.25	8.9	7.6	"mn11"	"mn11"	"1.67"	3	1.67	1.69	0.51
24897	"Strumyani 1"	"Bulgaria"	42.8333	23.0833	8.25	8.9	7.6	"mn11"	"mn11"	"2.33"	6	2.4	2.48	0.33
24898	"Strumyani 2"	"Bulgaria"	42.8333	23.1	8.25	8.9	7.6	"mn11"	"mn11"	"2.00"	8	2	1.97	0.33
23309	"Bala Yaylaköy"	"Turkey"	39.741	33.081	8.25	8.9	7.6	"mn11"	"mn11"	"1.50"	11	1.5	1.5	0.17
20469	"Kemiklitepe D"	"Turkey"	37.5	29	8.25	8.9	7.6	"mn11"	"mn11"	"2.13"	10	2.12	2.11	0.36
20062	"Crevillente 2"	"Spain"	38.4	-0.5	8.25	8.9	7.6	"mn11"	"mn11"	"1.30"	10	1.3	1.28	0.18
23022	"Kalimanci 1"	"Bulgaria"	42.5	23.1	8.25	8.9	7.6	"mn11"	"mn11"	"1.90"	12	1.9	1.9	0.24
24895	"Kocherinovo 1"	"Bulgaria"	42	23.0833	8.25	8.9	7.6	"mn11"	"mn11"	"2.00"	5	2	2.02	0.4
20058	"Piera"	"Spain"	41.5179711	1.7432683	8.25	8.9	7.6	"mn11"	"mn11"	"1.30"	10	1.3	1.33	0.22
20450	"Csakvar"	"Hungary"	47.4	18.5	8.25	8.9	7.6	"mn11"	"mn11"	"1.50"	6	1.83	1.84	0.37
20265	"Dorn Dürkheim 1"	"Germany"	49.775	8.269	8.25	8.9	7.6	"mn11"	"mn11"	"1.22"	15	1.27	1.27	0.16
20216	"Kayadibi"	"Turkey"	37.217	30.8	8.25	8.9	7.6	"mn11"	"mn11"	"1.42"	9	1.22	1.22	0.16
20581	"Vivero de Pinos"	"Spain"	40.3333333333333	-1.0833	8.25	8.9	7.6	"mn11"	"mn11"	"1.50"	3	1.67	1.65	0.53
20519	"Sinap 26"	"Turkey"	40.56	32.64	8.181	8.254	8.108	"c4r.1r"	"c4r.1r"	"2.00"	10	2	2	0.27
20522	"Sinap 33"	"Turkey"	40.55	32.64	8.181	8.254	8.108	"c4r.1r"	"c4r.1r"	"2.00"	10	2	1.98	0.2
20520	"Sinap 27"	"Turkey"	40.56	32.64	8.181	8.254	8.108	"c4r.1r"	"c4r.1r"	"2.25"	3	2	2	0
20482	"Samos Old Mill Beds"	"Greece"	37.507	26.877	7.9975	8.3	7.695	"c4r.1n"	"c4n.2n"	"2.50"	4	2.5	2.46	0.46
