"Eotragus"	"Hypsodontus"	"Tethytragus"	"Protragocerus"	"Samotragus"	"Moldoredunca"	"Protoryx"	"Miotragocerus"	"Austroportax"	"Ouzocerus"	"Pachytragus"	"Pseudotragus"	"Gazella"	"Prostrepsiceros"	"Tragoportax"	"Oioceros"	"Mesembriacerus"	"Palaeoreas"	"Palaeoryx"	"Criotherium"	"Helicotragus"	"Nisidorcas"	"Cainotherium"	"Stephanocemas"	"Procervulus"	"Lagomeryx"	"Stehlinoceros"	"Heteroprox"	"Dicrocerus"	"Euprox"	"Amphiprox"	"Cervavitus"	"Lucentia"	"Orygotherium"	"Giraffokeryx"	"Decennatherium"	"Palaeotragus"	"Bohlinia"	"Helladotherium"	"Birgerbohlinia"	"Amphimoschus"	"Amphitragulus"	"Micromeryx"	"Hispanomeryx"	"Taucanamo"	"Schizoporcus"	"Ampelomeryx"	"Triceromeryx"	"Palaeomeryx"	"Aureliachoerus"	"Bunolistriodon"	"Hyotherium"	"Conohyus"	"Albanohyus"	"Listriodon"	"Parachleuastochoerus"	"Propotamochoerus"	"Hippopotamodon"	"Dorcatherium"	"Pliohyrax"	"Anisodon"	"Metaschizotherium"	"Chalicotherium"	"Ancylotherium"	"Anchitherium"	"Sinohippus"	"Cormohipparion"	"Hippotherium"	"Hipparion"	"Cremohipparion"	"Protaceratherium"	"Diaceratherium"	"Prosantorhinus"	"Plesiaceratherium"	"Hispanotherium"	"Brachypotherium"	"Lartetotherium"	"Begertherium"	"Hoploaceratherium"	"Alicornops"	"Dicerorhinus"	"Aceratherium"	"Dihoplus"	"Acerorhinus"	"Chilotherium"	"Pliodiceros"	"Tapirus"	"Mesopithecus"	"Crouzelia"	"Anapithecus"	"Griphopithecus"	"Dryopithecus"	"Hispanopithecus"	"Ouranopithecus"	"Pliopithecus"	"Archaeobelodon"	"Prodeinotherium"	"Deinotherium"	"Gomphotherium"	"Platybelodon"	"Tetralophodon"	"Choerolophodon"	"Anancus"	"Zygolophodon"	"LOC"	"LIDNUM"	"NAME"	"COUNTRY"	"MID_AGE"	"MAX_AGE"	"MIN_AGE"	"LATSTR"	"LONGSTR"	"n_gen"
0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1	0.9	0	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0.9	0	0	0	0.9	0.9	0.9	0.9	0	0	0	0	0	0	1	0	0.9	0	0	0	0.9	0	0	0	0	0	0	0	0.9	0.9	0.9	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0.9	0	0	0	0	0.9	20013	20013	"Esvres - Marine Faluns"	"France"	15.3	16.4	14.2	"47 18 0 N"	"0 48 0 E"	27
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0.9	0.9	0	0.9	0	0	0	0	0	0	0.9	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	27285	27285	"Genneteil MN5"	"France"	15.3	16.4	14.2	"47 35 31 N"	"0 2 58 E"	7
0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0	0	0.9	0.9	0	0	0	0.9	0	0	0	0	0	0	0	0	1	0	0.9	0	0	0	0.9	0	0	0	0.9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	20011	20011	"Göriach"	"Austria"	15.3	16.4	14.2	"47 33 0 N"	"15 18 0 E"	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0.9	0	0	0	0	0	0	0.9	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	24304	24304	"Heggbach"	"Germany"	15.3	16.4	14.2	"48 9 1 N"	"9 53 53 E"	9
0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0.9	0.9	0.9	0.9	0.9	0	0	0	0	0	1	0	0.9	0	0	0	0.9	0	0	0	0	0	0	0	0.9	0.9	0.9	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0.9	0	0.9	0	0	0	0	0	27286	27286	"Hommes MN5"	"France"	15.3	16.4	14.2	"47 25 30 N"	"0 17 47 E"	22
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0.7	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	21114	21114	"Hüllistein"	"Switzerland"	15.3	16.4	14.2	"47 14 50 N"	"8 50 18 E"	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0.9	0	0	0	0	0	20097	20097	"La Condoue"	"France"	15.3	16.4	14.2	"43 54 0 N"	"0 48 0 E"	8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27474	27474	"La Pousterle"	"France"	15.3	16.4	14.2	"43 45 37 N"	"0 43 53 E"	3
0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0.9	0	0	0	0.9	0.9	0.9	0.9	0.9	0	0	0	0	0	1	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0.9	0.9	0	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0.9	0	0	0	0	0.9	27287	27287	"Lasse MN5"	"France"	15.3	16.4	14.2	"47 32 11 N"	"0 0 38 E"	20
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1	0.9	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0.9	0	0	0	0.9	0.9	0.9	0.9	0.9	0	0	0	0	0	0.9	0	0.9	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0	0	0	0	0	0	23066	23066	"Meigné-le-Vicomte MN5"	"France"	15.3	16.4	14.2	"47 30 35 N"	"0 11 26 E"	18
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0.9	0.9	0.9	0.9	0	0	0	0	0	0	0.7	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0	0	0	0	0	0	27289	27289	"Méon MN5"	"France"	15.3	16.4	14.2	"47 29 41 N"	"0 7 9 E"	12
0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1	0.9	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0.9	0	0	0	0.9	0.9	0.9	0.9	0	0	0	0	0	0	1	0	0.9	0	0	0	0.9	0	0	0	0	0	0	0	0.9	0.9	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0.9	0	0.9	0	0	0	0	0.9	27290	27290	"Noyant-sous-le-Lude MN5"	"France"	15.3	16.4	14.2	"47 30 45 N"	"0 6 50 E"	26
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0.9	0.9	0.9	0.9	0	0	0	0	0	0	1	0	0.9	0	0	0	0.9	0	0	0	0	0	0	0	0.9	0.9	0	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0.9	0	0	0	0	0.9	27291	27291	"Pont-Boutard MN5"	"France"	15.3	16.4	14.2	"47 19 53 N"	"0 19 31 E"	19
0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1	0.9	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0.9	0	0	0	0.9	0.9	0.9	0.9	0	0	0	0	0	0	1	0	0.9	0	0	0	0.9	0	0	0	0	0	0	0	0	0.9	0	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0.9	0	0	0	0	0.9	27292	27292	"Pontigné MN5"	"France"	15.3	16.4	14.2	"47 32 51 N"	"0 2 27 W"	24
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0.9	0.9	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0	0	0	0.9	21461	21461	"Poudenas-Peyrecrechen"	"France"	15.3	16.4	14.2	"44 3 0 N"	"0 13 0 E"	11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0.9	0.9	0.9	0.9	0	0	0	0	0	0	0.9	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	27293	27293	"Rillé MN5"	"France"	15.3	16.4	14.2	"47 26 58 N"	"0 14 52 E"	12
0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	21464	21464	"Rimbez - Lapeyrie base"	"France"	15.3	16.4	14.2	"44 02 00 N"	"00 02 00 E"	10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0.9	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0.9	0	0.9	0	0	0	0.9	0	0	0	0	0	0	0	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27294	27294	"Saint Laurent-de-Lin MN5"	"France"	15.3	16.4	14.2	"47 30 24 N"	"0 15 28 E"	11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0.9	0	0	0	0	0	0	0.9	0	0	0.9	0	0	0.9	0	0	0	0	0	0	0	0.9	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0.9	20017	20017	"Sandelzhausen"	"Germany"	15.3	16.4	14.2	"48 37 40 N"	"11 48 16 E"	13
0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1	0.9	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0.9	0	0	0	0.9	0.9	0.9	0.9	0.9	0	0	0	0	0	1	0	0.9	0	0	0	0.9	0	0	0	0	0	0	0	0.9	0.9	0	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0.9	0	0	0	0	0.9	21465	21465	"Savigné-sur-Lathan MN5"	"France"	15.3	16.4	14.2	"47 27 0 N"	"0 19 0 E"	25
0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	20430	20430	"Seegraben (Leoben)"	"Austria"	15.3	16.4	14.2	"47 24 0 N"	"15 6 0 E"	5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27431	27431	"St-Symphorien-les-Ponceaux MN5"	"France"	15.3	16.4	14.2	"47 24 21 N"	"0 19 49 E"	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1	0	0.9	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20082	20082	"Häder"	"Germany"	15.3	16.4	14.2	"48 12 36 N"	"10 22 48 E"	7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	27423	27423	"Courcelles-de-Touraine MN5"	"France"	15.3	16.4	14.2	"47 28 56 N"	"0 18 27 E"	3
0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20122	20122	"Gisseltshausen"	"Germany"	15.3	16.4	14.2	"48 42 0 N"	"11 57 0 E"	4
0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	21639	21639	"Montejo de la Vega"	"Spain"	15.3	16.4	14.2	"41 33 0 N"	"03 39 0 W"	5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	20039	20039	"Tarazona"	"Spain"	15.3	16.4	14.2	"41 54 9 N"	"1 43 31 W"	7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	21457	21457	"Beaugency-Tavers"	"France"	15.3	16.4	14.2	"47 47 0 N"	"1 38 0 E"	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0	0	0	0	21458	21458	"Crastes"	"France"	15.3	16.4	14.2	"43 44 0 N"	"0 44 0 E"	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	20235	20235	"Eibiswald"	"Austria"	15.3	16.4	14.2	"46 41 12 N"	"15 14 50 E"	5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.7	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0.9	0.9	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	20239	20239	"Georgensgmünd"	"Germany"	15.3	16.4	14.2	"49 11 23 N"	"11 01 00 E"	8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0.9	0	0	0	0	0	0	0	0.9	0.9	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0.9	0	0	0	0	0.9	20010	20010	"Pontlevoy"	"France"	15.3	16.4	14.2	"47 24 0 N"	"1 12 0 E"	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	21674	21674	"Réaup"	"France"	15.3	16.4	14.2	"44 05 00 N"	"0 12 00 E"	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	27288	27288	"Lublé MN5"	"France"	15.3	16.4	14.2	"47 30 53 N"	"0 14 41 E"	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20405	20405	"Münzenberg (Leoben)"	"Austria"	15.3	16.4	14.2	"47 24 0 N"	"15 6 0 E"	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0.9	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	20095	20095	"Faluns of Touraine & Anjou"	"France"	15.3	16.4	14.2	"45 30 0 N"	"4 30 0 E"	6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	20300	20300	"La Retama"	"Spain"	15.3	16.4	14.2	"40 6 0 N"	"2 42 0 W"	6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0.7	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	20330	20330	"Rothenstein 1"	"Germany"	15.3	16.4	14.2	"51 07 0 N"	"7 41 0 E"	7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21700	21700	"Manciet base"	"France"	15.3	16.4	14.2	"43 49 00 N"	"0 30 00 E"	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21736	21736	"Langhian Sables Fauves"	"France"	15.3	16.4	14.2	"43 30 0 N"	"00 30 00 E"	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26699	26699	"Paseo de la Esperanza 7"	"Spain"	15.3	16.4	14.2	"40 24 0 N"	"3 41 0 W"	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	21754	21754	"PAR-Peñuelas (Madrid)"	"Spain"	15.2025	15.59	14.815	"40 24 0 N"	"3 42 16 W"	5
0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0	0.9	0	0	0	0	0	0	0.9	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0	0	0	0	0	0.9	20283	20283	"Devínská Nová Ves - Fissures"	"Slovakia"	15	15.4666666666667	14.5333333333333	"48 12 00 N"	"17 01 00 E"	13
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	26546	26546	"Lucane"	"Croatia"	14.9675	15.16	14.775	"43 42 07 N"	"16 37 32 E"	3
0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0	0	0	0	22491	22491	"Grund"	"Austria"	14.75	15.3	14.2	"48 38 17 N"	"016 03 51 E"	6
