"Eotragus"	"Hypsodontus"	"Tethytragus"	"Protragocerus"	"Samotragus"	"Moldoredunca"	"Protoryx"	"Miotragocerus"	"Austroportax"	"Ouzocerus"	"Pachytragus"	"Pseudotragus"	"Gazella"	"Prostrepsiceros"	"Tragoportax"	"Oioceros"	"Mesembriacerus"	"Palaeoreas"	"Palaeoryx"	"Criotherium"	"Helicotragus"	"Nisidorcas"	"Cainotherium"	"Stephanocemas"	"Procervulus"	"Lagomeryx"	"Stehlinoceros"	"Heteroprox"	"Dicrocerus"	"Euprox"	"Amphiprox"	"Cervavitus"	"Lucentia"	"Orygotherium"	"Giraffokeryx"	"Decennatherium"	"Palaeotragus"	"Bohlinia"	"Helladotherium"	"Birgerbohlinia"	"Amphimoschus"	"Amphitragulus"	"Micromeryx"	"Hispanomeryx"	"Taucanamo"	"Schizoporcus"	"Ampelomeryx"	"Triceromeryx"	"Palaeomeryx"	"Aureliachoerus"	"Bunolistriodon"	"Hyotherium"	"Conohyus"	"Albanohyus"	"Listriodon"	"Parachleuastochoerus"	"Propotamochoerus"	"Hippopotamodon"	"Dorcatherium"	"Pliohyrax"	"Anisodon"	"Metaschizotherium"	"Chalicotherium"	"Ancylotherium"	"Anchitherium"	"Sinohippus"	"Cormohipparion"	"Hippotherium"	"Hipparion"	"Cremohipparion"	"Protaceratherium"	"Diaceratherium"	"Prosantorhinus"	"Plesiaceratherium"	"Hispanotherium"	"Brachypotherium"	"Lartetotherium"	"Begertherium"	"Hoploaceratherium"	"Alicornops"	"Dicerorhinus"	"Aceratherium"	"Dihoplus"	"Acerorhinus"	"Chilotherium"	"Pliodiceros"	"Tapirus"	"Mesopithecus"	"Crouzelia"	"Anapithecus"	"Griphopithecus"	"Dryopithecus"	"Hispanopithecus"	"Ouranopithecus"	"Pliopithecus"	"Archaeobelodon"	"Prodeinotherium"	"Deinotherium"	"Gomphotherium"	"Platybelodon"	"Tetralophodon"	"Choerolophodon"	"Anancus"	"Zygolophodon"	"LOC"	"LIDNUM"	"NAME"	"COUNTRY"	"MID_AGE"	"MAX_AGE"	"MIN_AGE"	"LATSTR"	"LONGSTR"	"n_gen"
0	0	0	0.9	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.7	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0.9	0.9	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0.9	0	0	0	21002	21002	"Hostalets de Pierola Inferior"	"Spain"	12.025	12.85	11.2	"41 32 2 N"	"1 45 57 E"	16
0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	20277	20277	"Klein Hadersdorf"	"Austria"	12.025	12.85	11.2	"48 36 0 N"	"16 36 0 E"	7
0	0	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0.9	0	0	0	0	0.9	0.9	0	0	0	0	0	0.9	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0	0	0.9	0.9	0	0	0	0	0	0	0	0.9	0	0	0.9	0	0	0.9	0	0.9	0.9	0	0	0	0	0	0	20004	20004	"La Grive St. Alban"	"France"	12.025	12.85	11.2	"45 36 1 N"	"5 13 57 E"	19
0.7	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20151	20151	"Locle"	"Switzerland"	12.025	12.85	11.2	"47 04 00 N"	"6 45 00 E"	3
0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0.7	0	0	23591	23591	"Saricay"	"Turkey"	12.025	12.85	11.2	"37 19 52 N"	"27 47 39 E"	6
0	0	0	0.9	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0.9	0	0	0	21358	21358	"Mannersdorf"	"Austria"	12.025	12.85	11.2	"48 0 0 N"	"16 30 0 E"	6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0.9	0	0.9	0	0	0	0.9	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0.9	21735	21735	"Poudenas-Cayron"	"France"	12.025	12.85	11.2	"44 03 00 N"	"00 13 00 E"	9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21245	21245	"Toril 3"	"Spain"	12.025	12.85	11.2	"41 08 00 N"	"01 23 00 W"	4
0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20217	20217	"Yeni Eskihisar 1"	"Turkey"	12.025	12.85	11.2	"37 19 02 N"	"28 04 37 E"	3
0	0	0	0.9	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20046	20046	"Can Almirall"	"Spain"	12.025	12.85	11.2	"41 23 16 N"	"2 10 11 E"	5
0	0	0	0.9	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20047	20047	"Masquefa"	"Spain"	12.025	12.85	11.2	"41 30 11 N"	"1 48 42 E"	4
0	0	0	0.9	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0.9	0.9	1	0.9	0	0.9	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0.9	0	0	0.9	0	0	0	20045	20045	"Sant Quirze"	"Spain"	12.025	12.85	11.2	"41 31 30 N"	"2 5 10 E"	19
0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0	0	0.9	0	0	0	0.9	0.9	0.9	0	0	0	0.7	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20600	20600	"Anwil"	"Switzerland"	12.025	12.85	11.2	"47 27 6 N"	"7 56 35 E"	10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0.9	0	0	0	0.7	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0.9	0	0.7	0	0	0	0	0	21326	21326	"Helsighausen"	"Switzerland"	12.025	12.85	11.2	"47 38 30 N"	"09 03 39 E"	7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	20247	20247	"Przeworno 2"	"Poland"	12.025	12.85	11.2	"50 42 0 N"	"17 12 0 E"	6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0.9	0	0.9	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0.9	0.9	0.9	0	0	0	0	0.9	21704	21704	"Saint-Gaudens (Valentine)"	"France"	12.025	12.85	11.2	"43 06 00 N"	"0 43 00 E"	10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0	0	1	0	0	0	0	0	0.9	0.9	0	0	0.9	0	0	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	20001	20001	"Steinheim am Albuch"	"Germany"	12.025	12.85	11.2	"48 41 11 N"	"10 3 43 E"	16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	20105	20105	"Can Feliu"	"Spain"	12.025	12.85	11.2	"41 31 52 N"	"2 4 39 E"	6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0	0	0	0	0	21717	21717	"Hachan"	"France"	12.025	12.85	11.2	"43 17 00 N"	"0 27 00 E"	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	21371	21371	"La Cisterniga"	"Spain"	12.025	12.85	11.2	"41 37 00 N"	"04 40 50 W"	5
0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0	0	0.9	0	0	0	0	0.9	0.9	0.9	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0.9	0.9	0	0	0	0	0	27303	27303	"La Grive L3"	"France"	12.025	12.85	11.2	"45 36 28 N"	"5 13 14 E"	12
0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0.9	0	0	0	0	0.9	0.9	0.9	0	0	0	0	0	0	0	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0.9	0	0	0	0	0	0	21407	21407	"La Grive L5"	"France"	12.025	12.85	11.2	"45 36 28 N"	"5 13 14 E"	14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0	0	0	0	0	20499	20499	"Minisu de Sus"	"Romania"	12.025	12.85	11.2	"46 17 00 N"	"22 01 00 E"	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0.9	0.9	26548	26548	"Serbian lake"	"Serbia and Montenegro"	12.025	12.85	11.2	"43 50 00 N"	"21 25 25 E"	3
0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0	0	0.9	0	0	0	0	0.9	0.9	0.9	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21405	21405	"La Grive L7"	"France"	12.025	12.85	11.2	"45 36 28 N"	"5 13 14 E"	10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0	0	0.9	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	21403	21403	"La Grive M"	"France"	12.025	12.85	11.2	"45 35 56 N"	"5 12 57 E"	8
0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0.9	0	0	0	0	0	0.9	0.9	0	0	0	0	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0.9	0	0	0	0	0	27302	27302	"La Grive PB A"	"France"	12.025	12.85	11.2	"45 35 44 N"	"5 13 54 E"	13
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20248	20248	"Opole 2"	"Poland"	12.025	12.85	11.2	"50 40 0 N"	"17 55 0 E"	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	20278	20278	"St. Stephan im Lavanttal"	"Austria"	12.025	12.85	11.2	"46 48 0 N"	"14 54 0 E"	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	27476	27476	"Collet-Redon"	"France"	12.025	12.85	11.2	"43 37 15 N"	"5 17 53 E"	5
0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20048	20048	"Escobosa de Calatañazor"	"Spain"	12.025	12.85	11.2	"41 36 50 N"	"2 51 11 W"	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23271	23271	"Gebeciler"	"Turkey"	12.025	12.85	11.2	"38 46 30 N"	"30 45 14 E"	4
0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	21340	21340	"Malartic"	"France"	12.025	12.85	11.2	"43 27 0 N"	"0 44 0 E"	6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	20099	20099	"St. Gaudens"	"France"	12.025	12.85	11.2	"43 4 12 N"	"0 26 24 E"	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0.9	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	20043	20043	"La Ciesma 1"	"Spain"	12.025	12.85	11.2	"41 54 9 N"	"1 43 31 W"	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21233	21233	"Cerro del Otero"	"Spain"	12.025	12.85	11.2	"40 04 00 N"	"01 01 00 W"	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23577	23577	"Yenieskihisar"	"Turkey"	12.025	12.85	11.2	"37 18 40 N"	"28 02 44 E"	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	27310	27310	"Barranc de Can Vila 1"	"Spain"	11.9836666666667	12.049	11.9183333333333	"41 31 57 N"	"1 47 20 E"	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0.9	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24316	24316	"Nombrevilla-2"	"Spain"	11.853	11.9183333333333	11.7876666666667	"41 7 0 N"	"1 21 0 W"	7
0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21135	21135	"Kutsaj M"	"Russia"	11.85	12.2	11.5	"45 24 0 N"	"42 42 0 E"	3
0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0	0	0.9	0	0.9	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.7	0	0	0	0	0	20427	20427	"Hammerschmiede"	"Germany"	11.774	12.090666666667	11.457333333333	"47 55 22 N"	"10 35 16 E"	10
0	0	0	0.9	0	0	0	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.9	1	0.9	0	0	0	0.9	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21003	21003	"Hostalets Superior"	"Spain"	11.4015	11.657	11.146	"41 32 2 N"	"1 45 57 E"	11
0	0	0	0.9	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0.9	0	0	0	0	0	0	0.7	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0.9	0.9	1	0.9	0	0.7	0	0.9	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0.9	0	0	0	0	0	0	20050	20050	"Castell de Barberà"	"Spain"	11.167	11.188	11.146	"41 31 12 N"	"2 8 27 E"	17
0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24830	24830	"Creu Conill 20"	"Spain"	11.167	11.188	11.146	"41 31 59 N"	"2 1 6 E"	5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0.9	0	0	0	24315	24315	"Nombrevilla-9"	"Spain"	11.167	11.188	11.146	"41 7 0 N"	"1 21 0 W"	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	21213	21213	"Zheltokamenka"	"Ukraine"	10.9125	11.2	10.625	"45 16 00 N"	"33 27 00 E"	6
